Numero Processo,Nome,Data,Protocolo,Título,Texto 3,Texto 4,Texto 5,Texto 6,Texto 7,Texto 8,Texto 9
0060.114123/2021-55,Coordenador(a),06/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,CARLA PATRÍCIA ALVES DA SILVA,06/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Diretor(a),06/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Diretor(a),07/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,ANDRÉ LUIZ FERREIRA DA SILVA,08/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Gerente,08/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Gerente,08/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,PAMELA PAOLA CARNEIRO LOPES,08/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Diretor(a),11/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Diretor(a),12/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Lodovico Benlolo Moreira,20/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Diretor(a) Adjunto(a),20/09/2023,0041474159,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0036.584414/2021-12,Izaura Taufmann Ferreira,09/04/2024,,SEI/RO - 0047586881 - Despacho,DESPACHO,De:SUPEL-KAPPA,Para: SUPEL-NP,Ao Servidor: Marcos Silva,Processo Nº:  0036.584414/2021-12,Assunto:Proposta,
0036.584414/2021-12,Pregoeiro(a),09/04/2024,0047586881,SEI/RO - 0047586881 - Despacho,DESPACHO,De:SUPEL-KAPPA,Para: SUPEL-NP,Ao Servidor: Marcos Silva,Processo Nº:  0036.584414/2021-12,Assunto:Proposta,
0050.071690/2022-18,Marina Sampaio Mouzinho Borges,16/05/2024,,SEI/RO - 0048737658 - Despacho,DESPACHO,De: SUPEL-NP,Para: SUPEL-CAP,Processo Nº:0050.071690/2022-18,Assunto:Conclusão de licitação,,"Sr. Coordenador,"
0050.071690/2022-18,Assessor(a),16/05/2024,0048737658,SEI/RO - 0048737658 - Despacho,DESPACHO,De: SUPEL-NP,Para: SUPEL-CAP,Processo Nº:0050.071690/2022-18,Assunto:Conclusão de licitação,,"Sr. Coordenador,"
0036.109115/2022-75,TALITA BRILHANTE SANTANA AZEVEDO,22/08/2024,,SEI/RO - 0052099184 - SAMS,SAMS,SOLICITAÇÃO E AQUISIÇÃO DE MATERIAIS/SERVIÇOS,,N/A,N/A,N/A,N/A
0036.109115/2022-75,Técnico,22/08/2024,0052099184,SEI/RO - 0052099184 - SAMS,SAMS,SOLICITAÇÃO E AQUISIÇÃO DE MATERIAIS/SERVIÇOS,,N/A,N/A,N/A,N/A
0060.114123/2021-55,Laura Bany de Araujo Pinto,05/09/2023,,SEI/RO - 0041474229 - SAMS,SAMS n°0041474229,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Gerente,06/09/2023,,SEI/RO - 0041474229 - SAMS,SAMS n°0041474229,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Gerente,06/09/2023,,SEI/RO - 0041474229 - SAMS,SAMS n°0041474229,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Michelma Dantas do Nascimento Higa,06/09/2023,,SEI/RO - 0041474229 - SAMS,SAMS n°0041474229,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Assessor(a),06/09/2023,,SEI/RO - 0041474229 - SAMS,SAMS n°0041474229,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Assessor(a),06/09/2023,,SEI/RO - 0041474229 - SAMS,SAMS n°0041474229,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
