Documento,Setor,Processo
Informação 389 - DISPONIBIL. BLOCO ASS. (0045755755),SUPEL-DELTA,0050.072218/2022-94
Despacho 0045881694,SUPEL-CPEAP,0050.072218/2022-94
Despacho 0045957216,SUPEL-CPEAP,0050.072218/2022-94
Despacho 0046058214,SUPEL-CPEAP,0050.072218/2022-94
Análise 79 (0046086554),SUPEL-CPEAP,0050.072218/2022-94
Despacho 0046089328,SUPEL-CPEAP,0050.072218/2022-94
Despacho 0046326725,SUPEL-CAP,0050.072218/2022-94
Portaria nº 24 de 21 de fevereiro de 2024 (0046321687),SESAU-GECOMP,0050.072218/2022-94
Análise 8 (0046328702),HEURO-DG,0050.072218/2022-94
Despacho 0046488544,HB-DG,0050.072218/2022-94
Checklist 0046502106,HRC-DG,0050.072218/2022-94
IX,CEMETRON-DG,0050.072218/2022-94
Cotação do banco de preços (0046564054),HRSF-ASTEC,0050.072218/2022-94
Cotação Domínio amplo (0046564123),HEURO-ASGAB,0050.072218/2022-94
Quadro Comparativo de preços (0046564175),JPII-NCOMP,0050.072218/2022-94
Certidão 126 (0046565606),HRB-GAD,0050.072218/2022-94
Despacho 0046604669,JPII-NCOMP,0050.072218/2022-94
Despacho 0046756520,JPII-NCOMP,0050.072218/2022-94
Despacho 0046872909,CEMETRON-ASTEC,0050.072218/2022-94
Despacho 0046873216,HICD-GAF,0050.072218/2022-94
Despacho 0046873387,HB-GAD,0050.072218/2022-94
Despacho 0046886120,COHREC-COAD,0050.072218/2022-94
Documento de Oficialização de Demanda 5 (0046901026),COHREC-NCO,0050.072218/2022-94
Documento de Oficialização de Demanda 13 - HEURO (0046931767),SESAU-HRB,0050.072218/2022-94
Documento de Oficialização de Demanda 12 DESCONSIDERAR (0046933905),HRE-DG,0050.072218/2022-94
Documento de Oficialização de Demanda 4 HRB DESCONSIDERAR (0046977780),HRE-DG,0050.072218/2022-94
Documento de Oficialização de Demanda 14 DESCONSIDERAR (0046978414),SESAU-GECOMP,0050.072218/2022-94
Documento de Oficialização de Demanda 15 (0047000096),SESAU-NPPS,0050.072218/2022-94
Documento de Oficialização de Demanda 11 (0047003080),SESAU-GECOMP,0050.072218/2022-94
Documento de Oficialização de Demanda 27 (0047007540),SESAU-GECOMP,0050.072218/2022-94
Documento de Oficialização de Demanda 43 (0047009213),SESAU-GECOMP,0050.072218/2022-94
Despacho 0047064948,SESAU-GECOMP,0050.072218/2022-94
X,SESAU-GECOMP,0050.072218/2022-94
Documento de Oficialização de Demanda 9 (0047227394),SESAU-CO,0050.072218/2022-94
Documento de Oficialização de Demanda 13 (0048389985),SESAU-GECOMP,0050.072218/2022-94
Documento de Oficialização de Demanda 5 desconsiderar (0048396113),SESAU-GECOMP,0050.072218/2022-94
Documento de Oficialização de Demanda 6 (0048415364),SESAU-GECOMP,0050.072218/2022-94
Despacho 0048842784,SESAU-GECOMP,0050.072218/2022-94
Informação 2152 (0048847138),SESAU-GECOMP,0050.072218/2022-94
Termo de Referência DESCONSIDERAR (0050048795),SESAU-GECOMP,0050.072218/2022-94
Termo de Referência DESCONSIDERAR (0050495798),SESAU-GECOMP,0050.072218/2022-94
Termo de Referência DESCONSIDERAR (0050661527),SUPEL-CAP,0050.072218/2022-94
SAMS DESCONSIDERAR (0050281777),SUPEL-CA,0050.072218/2022-94
SAMS DESCONSIDERAR (0050497370),SUPEL-UPSILON,0050.072218/2022-94
Despacho 0050445075,SESAU-GECOMP,0050.072218/2022-94
Portaria de Planejamento 2.550 (0050662353),SESAU-GECOMP,0050.072218/2022-94
0036.584414/2021-12,HC-NUPAT,0036.584414/2021-12
I,HC-GAD,0036.584414/2021-12
Memorando 76 (0022710326),HC-NUALM,0036.584414/2021-12
Ofício 22510 (0022773754),HC-GAD,0036.584414/2021-12
Despacho 0022775126,HC-NURADIO,0036.584414/2021-12
Despacho 0028778217,HC-GENF,0036.584414/2021-12
Despacho 0028780187,HC-GMED,0036.584414/2021-12
Despacho 0028791546,HC-GFISIO,0036.584414/2021-12
Despacho 0028812095,HC-NUPAT,0036.584414/2021-12
Despacho 0028856972,HC-NURADIO,0036.584414/2021-12
Despacho 0028875326,HC-GAD,0036.584414/2021-12
Adendo 0029040026,HC-GAD,0036.584414/2021-12
Documento de Oficialização de Demanda 5 (0029654299),SESAU-GECOMP,0036.584414/2021-12
Memorando 60 (0030233203),SESAU-NPPS,0036.584414/2021-12
Memorando 465 (0030447284),SESAU-GECOMP,0036.584414/2021-12
Informação 2272 (0030567041),HC-GAD,0036.584414/2021-12
Memorando 515 (0030720150),HC-GAD,0036.584414/2021-12
Memorando 68 (0030767923),HC-GAD,0036.584414/2021-12
Errata Documento de Oficialização de Demanda 5 (0030908839),SESAU-GECOMP,0036.584414/2021-12
Documento de Oficialização de Demanda 17 (0031331339),SESAU-GECOMP,0036.584414/2021-12
Memorando 673 (0031579387),SESAU-GECOMP,0036.584414/2021-12
Autorização 0031589361,SESAU-GECOMP,0036.584414/2021-12
II,SESAU-GECOMP,0036.584414/2021-12
Informação 502 (0031725219),SESAU-GECOMP,0036.584414/2021-12
Informação 545 (0032040051),SESAU-GECOMP,0036.584414/2021-12
Estudo Técnico 0034059356,SESAU-GECOMP,0036.584414/2021-12
Informação 1064 (0034109193),SESAU-GECOMP,0036.584414/2021-12
Informação 1212 (0034614420),SESAU-GECOMP,0036.584414/2021-12
Termo de Referência 0034959245,SESAU-GECOMP,0036.584414/2021-12
SAMS 0034521708,SUPEL-CAP,0036.584414/2021-12
Informação 36 (0035002548),SUPEL-CAP,0036.584414/2021-12
Despacho 0035065777,SUPEL-NP,0036.584414/2021-12
Análise 27 (0035084174),SESAU-GECOMP,0036.584414/2021-12
Despacho 0035084836,HC-GAD,0036.584414/2021-12
Despacho 0035147403,SESAU-GECOMP,0036.584414/2021-12
Despacho 0035173192,SESAU-GECOMP,0036.584414/2021-12
Despacho 0035193988,SESAU-GECOMP,0036.584414/2021-12
Termo de Referência 0035166774,SESAU-GECOMP,0036.584414/2021-12
SAMS 0035238241,SUPEL-NP,0036.584414/2021-12
Informação 115 (0035238367),SESAU-GECOMP,0036.584414/2021-12
Ofício 2076 (0035312079),HC-GAD,0036.584414/2021-12
Despacho 0035366403,HC-NUPAT,0036.584414/2021-12
Despacho 0035436609,HC-GAD,0036.584414/2021-12
III,SESAU-GECOMP,0036.584414/2021-12
Despacho 0035460309,SESAU-GECOMP,0036.584414/2021-12
Despacho 0035487703,SESAU-GECOMP,0036.584414/2021-12
Despacho 0035507062,SUPEL-NP,0036.584414/2021-12
Termo de Referência 0035516738,SUPEL-CPEAP,0036.584414/2021-12
Informação 257 (0035631846),SUPEL-CPEAP,0036.584414/2021-12
Ofício 3799 (0035679184),SUPEL-CPEAP,0036.584414/2021-12
Despacho 0035731705,SUPEL-CPEAP,0036.584414/2021-12
Cotação - Banco de preços (0036434639),SUPEL-CPEAP,0036.584414/2021-12
Cotação - item 10 negativa (0036434917),SUPEL-CPEAP,0036.584414/2021-12
Cotação - Dominio amplo (0036434646),SUPEL-CAP,0036.584414/2021-12
Cotação - Fundo Nacional em Saúde (0036434701),SESAU-GECOMP,0036.584414/2021-12
Quadro Comparativo (0036434729),SUPEL-CAP,0036.584414/2021-12
Certidão 250 (0036434759),SUPEL-EP,0036.584414/2021-12
Despacho 0036442123,SUPEL-NP,0036.584414/2021-12
Ofício 8067 (0036501538),SUPEL-NP,0036.584414/2021-12
Despacho 0036641677,SESAU-GECOMP,0036.584414/2021-12
Despacho 0036914870,SESAU-GECOMP,0036.584414/2021-12
Despacho 0037082462,SESAU-GECOMP,0036.584414/2021-12
Despacho 0037376160,SESAU-GECOMP,0036.584414/2021-12
Informação 671 (0037380974),SUPEL-NP,0036.584414/2021-12
IV,SUPEL-NP,0036.584414/2021-12
Termo de Referência 0037605162,SUPEL-NP,0036.584414/2021-12
Informação 738 (0037618039),SUPEL-NP,0036.584414/2021-12
Memorando 502 (0037838426),SUPEL-KAPPA,0036.584414/2021-12
Portaria Portaria nº 186 de 28 de novembro de 2022 - Designa membros para compor a Comissão de Proce (0038058224),SUPEL-NP,0036.584414/2021-12
Instrumento Convocatório 0038052760,PGE-PA,0036.584414/2021-12
Ata Minuta de Regsitro de Preços (0038064782),PGE-PA,0036.584414/2021-12
Ata Minuta de Adesão (0038065107),PGE-PA,0036.584414/2021-12
Despacho 0038185853,PGE-ASSESADM,0036.584414/2021-12
Despacho 0038098073,PGE-PA,0036.584414/2021-12
Parecer 204 (0038357248),SUPEL-NP,0036.584414/2021-12
Despacho 0038718841,SESAU-GECOMP,0036.584414/2021-12
Despacho 0038850228,SESAU-GECOMP,0036.584414/2021-12
Despacho 0038871678,SESAU-GECOMP,0036.584414/2021-12
Despacho 0039197911,SESAU-GECOMP,0036.584414/2021-12
Despacho 0039236898,HC-GAD,0036.584414/2021-12
Termo de Referência DESCONSIDERAR (0039346835),SESAU-GECOMP,0036.584414/2021-12
Termo de Referência 0039603127,SESAU-GECOMP,0036.584414/2021-12
Despacho 0039351791,SESAU-GECOMP,0036.584414/2021-12
Despacho 0039355369,SESAU-CO,0036.584414/2021-12
Despacho 0039532670,SESAU-GECOMP,0036.584414/2021-12
V,SUPEL-NP,0036.584414/2021-12
Informação 1277 (0039603928),SUPEL-CA,0036.584414/2021-12
Informação 1325 (0039752538),SUPEL-NP,0036.584414/2021-12
Despacho 0039869336,SESAU-GECOMP,0036.584414/2021-12
Despacho 0040375734,SESAU-GECOMP,0036.584414/2021-12
Despacho 0040393011,SESAU-GECOMP,0036.584414/2021-12
Despacho 0040616741,SESAU-GECOMP,0036.584414/2021-12
Despacho 0040627011,SESAU-GECOMP,0036.584414/2021-12
Despacho 0040630220,SESAU-GECOMP,0036.584414/2021-12
Termo de Referência 0040645069,SUPEL-NP,0036.584414/2021-12
SAMS 0035516748,SUPEL-NP,0036.584414/2021-12
Informação 1710 (0040661936),SUPEL-NP,0036.584414/2021-12
Informação 1733 (0040731162),SUPEL-NP,0036.584414/2021-12
Informação 1739 (0040733004),SUPEL-NP,0036.584414/2021-12
Despacho 0041031500,SUPEL-KAPPA,0036.584414/2021-12
Informação 553 (0041072597),SUPEL-NP,0036.584414/2021-12
Relação de Itens (0041280926),SUPEL-NP,0036.584414/2021-12
Termo de Juntada 0041281037,SUPEL-NP,0036.584414/2021-12
Despacho 0041281255,SUPEL-NP,0036.584414/2021-12
Despacho 0041640223,SUPEL-NP,0036.584414/2021-12
Despacho 0041730704,SUPEL-NP,0036.584414/2021-12
VI,SUPEL-CA,0036.584414/2021-12
Portaria nº 73 de 18 de julho de 2023 (0041072920),SUPEL-NA,0036.584414/2021-12
Instrumento Convocatório N° 209/2023 (0041068954),SUPEL-NA,0036.584414/2021-12
Aviso 585 (0041072515),SUPEL-KAPPA,0036.584414/2021-12
Aviso de Publicação 132 (0041955967),SESAU-GECOMP,0036.584414/2021-12
Publicação (ões) (0041949462),HC-GAD,0036.584414/2021-12
Despacho 0041949679,HC-NUPAT,0036.584414/2021-12
Despacho 0042040727,HC-GAD,0036.584414/2021-12
Pedido de Esclarecimento - Alphamedi (0042254259),SUPEL-NP,0036.584414/2021-12
Despacho 0042254283,SUPEL-NP,0036.584414/2021-12
Despacho 0042257591,SESAU-GECOMP,0036.584414/2021-12
Despacho 0042258838,SUPEL-KAPPA,0036.584414/2021-12
Despacho 0042297028,SESAU-GECOMP,0036.584414/2021-12
Despacho 0042317718,SESAU-GECOMP,0036.584414/2021-12
Despacho 0042343247,SESAU-GECOMP,0036.584414/2021-12
Aviso 659 (0042347830),SESAU-GECOMP,0036.584414/2021-12
Publicação de Suspensão em todos sites (0042349925),HB-DG,0036.584414/2021-12
Adendo 0042431106,SUPEL-KAPPA,0036.584414/2021-12
Despacho 0042513985,SUPEL-KAPPA,0036.584414/2021-12
Termo de Referência 0042515557,SUPEL-NA,0036.584414/2021-12
SAMS 0042516615,SUPEL-NA,0036.584414/2021-12
VII,SUPEL-NA,0036.584414/2021-12
Despacho 0042599216,SUPEL-KAPPA,0036.584414/2021-12
Informação 2476 (0042524803),SUPEL-CPEAP,0036.584414/2021-12
Informação 99 (0042555756),SUPEL-CPEAP,0036.584414/2021-12
Termo 0043139134,SUPEL-CPEAP,0036.584414/2021-12
Despacho 0043139563,SUPEL-CAP,0036.584414/2021-12
E-mail de resposta aos Licitantes (0043188321),SESAU-GECOMP,0036.584414/2021-12
Publicação Termo de resposta Site Supel (0043188451),SESAU-CO,0036.584414/2021-12
Termo de Juntada 0043188599,SESAU-GECOMP,0036.584414/2021-12
Despacho 0043298386,SUPEL-CAP,0036.584414/2021-12
Cotação Banco de Preço (0043909597),SUPEL-KAPPA,0036.584414/2021-12
Quadro Comparativo de preço (0043908604),SUPEL-KAPPA,0036.584414/2021-12
Certidão 1133 (0043911466),SUPEL-KAPPA,0036.584414/2021-12
Despacho 0043965011,SUPEL-NP,0036.584414/2021-12
Despacho 0044038562,SUPEL-NP,0036.584414/2021-12
Análise 46 - APROVO DO QUAD. COMP. PREÇO (0044273994),SUPEL-NP,0036.584414/2021-12
Despacho 0044279405,SUPEL-KAPPA,0036.584414/2021-12
Despacho 0044285949,SUPEL-NP,0036.584414/2021-12
Despacho 0044348132,SUPEL-NP,0036.584414/2021-12
Aviso 805 (0044446696),SUPEL-CA,0036.584414/2021-12
Despacho 0044448111,SUPEL-NA,0036.584414/2021-12
VIII,SUPEL-NA,0036.584414/2021-12
Portaria nº 142 de 01 de novembro de 2023 (0044458030),SUPEL-KAPPA,0036.584414/2021-12
Adendo Modificador I (0044458983),SUPEL-KAPPA,0036.584414/2021-12
Publicação de Adendo Modificador (0044460299),SUPEL-NA,0036.584414/2021-12
Certidão 78 (0044483560),SUPEL-NA,0036.584414/2021-12
Certidão 955 (0044506462),SUPEL-NA,0036.584414/2021-12
Despacho 0044462934,SUPEL-KAPPA,0036.584414/2021-12
Despacho 0044511749,SUPEL-KAPPA,0036.584414/2021-12
Pedido de Esclarecimento - NEWMED (0044687682),SUPEL-NP,0036.584414/2021-12
Despacho 0044687731,SUPEL-NP,0036.584414/2021-12
Termo 0044695354,SUPEL-NP,0036.584414/2021-12
Despacho 0044695723,SUPEL-NP,0036.584414/2021-12
E-mail de Resposta - NEWMED (0044712618),SUPEL-NP,0036.584414/2021-12
Publicação da resposta - Site Supel (0044712655),SUPEL-NP,0036.584414/2021-12
Termo de Juntada 0044712676,SUPEL-NP,0036.584414/2021-12
Aviso SUSPENSÃO (0044805198),SUPEL-NP,0036.584414/2021-12
Despacho 0044805656,SUPEL-NP,0036.584414/2021-12
Proposta da empresa - ASCLEPIOS EQUIPAMENTOS HOSPITALARES L (0044823596),SUPEL-NP,0036.584414/2021-12
Proposta da empresa - COSTA & SOUZA COMERCIO HOSPITALAR LTD (0044823662),SUPEL-NP,0036.584414/2021-12
Solicitação de Desistência - Item 42 - COSTA & SOUZA COMERCIO (0044997809),SUPEL-NP,0036.584414/2021-12
Proposta da empresa - IDM SOLUCOES PUBLICAS LTDA (0044823696),SUPEL-NP,0036.584414/2021-12
IX,SUPEL-NP,0036.584414/2021-12
Proposta da empresa - MEDICAL CIRURGICA LTDA (0044823737),SUPEL-NP,0036.584414/2021-12
Proposta da empresa - RGN INSTRUMENTOS E EQUIPAMENTOS MEDIC (0044823881),SUPEL-NP,0036.584414/2021-12
Proposta da empresa - PLENITUDE COMERCIO ATACADISTA E VAREJ (0044823927),SUPEL-NP,0036.584414/2021-12
Proposta da empresa - FRAGA PRODUTOS MEDICOS HOSPITALARES L (0044823973),SUPEL-NP,0036.584414/2021-12
"Proposta da empresa - FANMED COMERCIO DE MATERIAIS MEDICOS, (0044824012)",SESAU-GECOMP,0036.584414/2021-12
Proposta da empresa - CONEXAO 5 DISTRIBUIDORA E SERVICOS LT (0044824077),SESAU-CO,0036.584414/2021-12
Proposta da empresa - NUNES DE ALMEIDA LTDA (0044824112),SESAU-GECOMP,0036.584414/2021-12
Proposta da empresa - UDILIFE COM IMPORTACAO E EXPORTACAO L (0044824140),SUPEL-KAPPA,0036.584414/2021-12
Proposta da empresa - AMBARLAB PRODUTOS LABORATORIAIS LTDA (0044824171),SUPEL-KAPPA,0036.584414/2021-12
Proposta da empresa - BETAQUIMICA EQUIPAMENTOS PARA LABORAT (0044824214),SUPEL-KAPPA,0036.584414/2021-12
Proposta da empresa - QUARTZ INDUSTRIA E COMERCIO DE EQUIPA (0044824265),SUPEL-CA,0036.584414/2021-12
Termo de Juntada 0044824303,SUPEL-NP,0036.584414/2021-12
Despacho 0044824667,SUPEL-NP,0036.584414/2021-12
Certidão 83 (0045001552),SUPEL-NP,0036.584414/2021-12
Despacho 0045012071,SUPEL-NP,0036.584414/2021-12
Parecer 13 (0045677678),SUPEL-NP,0036.584414/2021-12
Despacho 0045891137,SUPEL-NP,0036.584414/2021-12
Aviso CONTINUAÇÃO (0045911292),SUPEL-NP,0036.584414/2021-12
Aviso SUSPENSÃO (0046268477),SUPEL-NP,0036.584414/2021-12
Despacho 0046268942,SUPEL-NP,0036.584414/2021-12
X,SUPEL-NP,0036.584414/2021-12
Informação 57 (0046269329),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - I - ASCLEPIOS EQUIPAMENTOS HOSPITALARES LTDA (0046483014),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - II - ASCLEPIOS EQUIPAMENTOS HOSPITALARES LTDA (0046483054),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - I - MEDICAL CIRURGICA LTDA (0046483088),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - II - MEDICAL CIRURGICA LTDA (0046483129),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - I - COSTA & SOUZA COMERCIO HOSPITALAR LTDA (0046483214),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - II - COSTA & SOUZA COMERCIO HOSPITALAR LTDA (0046483261),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - I - IDM SOLUCOES PUBLICAS LTDA (0046483316),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - II - IDM SOLUCOES PUBLICAS LTDA (0046483350),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - I - RGN INSTRUMENTOS E EQUIPAMENTOS MEDICOS LTDA (0046483398),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - II - RGN INSTRUMENTOS E EQUIPAMENTOS MEDICOS LTD (0046483422),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - I - FRAGA PRODUTOS MEDICOS HOSPITALARES LTDA (0046483478),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - II - FRAGA PRODUTOS MEDICOS HOSPITALARES LTDA (0046483515),SUPEL-NP,0036.584414/2021-12
"Documentos de Habilitação - I -FANMED COMERCIO DE MATERIAIS MEDICOS, HOSPITA (0046483572)",SUPEL-KAPPA,0036.584414/2021-12
"Documentos de Habilitação - II - FANMED COMERCIO DE MATERIAIS MEDICOS, HOSPI (0046483613)",SUPEL-KAPPA,0036.584414/2021-12
Documentos de Habilitação - I - CONEXAO 5 DISTRIBUIDORA E SERVICOS LTDA (0046483657),SUPEL-KAPPA,0036.584414/2021-12
Documentos de Habilitação - II - CONEXAO 5 DISTRIBUIDORA E SERVICOS LTDA (0046483692),SUPEL-KAPPA,0036.584414/2021-12
Documentos de Habilitação - I - AMBARLAB PRODUTOS LABORATORIAIS LTDA (0046483749),SUPEL-CA,0036.584414/2021-12
Documentos de Habilitação - II - AMBARLAB PRODUTOS LABORATORIAIS LTDA (0046483789),SUPEL-NA,0036.584414/2021-12
Documentos de Habilitação - I - BETAQUIMICA EQUIPAMENTOS PARA LABORATORIO LT (0046483865),SUPEL-NA,0036.584414/2021-12
XI,SUPEL-KAPPA,0036.584414/2021-12
Documentos de Habilitação - II - BETAQUIMICA EQUIPAMENTOS PARA LABORATORIO L (0046483888),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - I - QUARTZ INDUSTRIA E COMERCIO DE EQUIPAMENTOS (0046483934),SUPEL-NP,0036.584414/2021-12
Documentos de Habilitação - II - QUARTZ INDUSTRIA E COMERCIO DE EQUIPAMENTOS (0046483965),SUPEL-NP,0036.584414/2021-12
Despacho 0046484231,SUPEL-NP,0036.584414/2021-12
Aviso CONTINUAÇÃO (0046586992),SUPEL-KAPPA,0036.584414/2021-12
Aviso SUSPENSÃO (0047024865),SUPEL-NA,0036.584414/2021-12
Aviso CONTINUAÇÃO (0047457682),SUPEL-NA,0036.584414/2021-12
Despacho 0047511570,SUPEL-NP,0036.584414/2021-12
Informação 98 (0047539781),SUPEL-NP,0036.584414/2021-12
Proposta Atualizada - MEDICAL CIRÚRGICA (0047581212),SUPEL-NP,0036.584414/2021-12
Despacho 0047581431,SUPEL-NP,0036.584414/2021-12
Despacho 0047586881,SUPEL-NP,0036.584414/2021-12
Ata e anexos (0047592961),SUPEL-CAP,0036.584414/2021-12
Resultado por Fornecedor (0047631648),SUPEL-NA,0036.584414/2021-12
Termo de Adjudicação (0047631705),SUPEL-NA,0036.584414/2021-12
Despacho 0047592987,SUPEL-NA,0036.584414/2021-12
Despacho 0047607375,SUPEL-NA,0036.584414/2021-12
Proposta e Anexos - IDM SOLUÇÕES PÚBLICAS LTDA (0047622778),SUPEL-NA,0036.584414/2021-12
Despacho 0047622893,SUPEL-NA,0036.584414/2021-12
Relatório Final - PE 209/2023 (0047630673),SUPEL-NA,0036.584414/2021-12
XII,SUPEL-NA,0036.584414/2021-12
Publicação Relatório Final (0047630747),SUPEL-CAP,0036.584414/2021-12
Certidão 781 (0047631883),SUPEL-KAPPA,0036.584414/2021-12
Despacho 0047638179,SUPEL-KAPPA,0036.584414/2021-12
Certidão 831 (0047805197),SUPEL-KAPPA,0036.584414/2021-12
Despacho 0047825873,SUPEL-NA,0036.584414/2021-12
Proposta Atualizada - RGN INSTRUMENTOS E EQUIPAMENTOS (0047913454),SUPEL-NA,0036.584414/2021-12
Proposta Atualizada - BETAQUIMICA (0047936295),SUPEL-NP,0036.584414/2021-12
Proposta Atualizada - ASCLEPIOS (0047949219),SUPEL-NP,0036.584414/2021-12
Proposta Atualizada - COSTA & SOUZA (0048002252),SUPEL-NP,0036.584414/2021-12
Proposta Atualizada - FANMED COMERCIO (0048022418),SUPEL-CA,0036.584414/2021-12
Proposta Atualizada - FRAGA PRODUTOS (0048023824),SUPEL-KAPPA,0036.584414/2021-12
Proposta Atualizada - QUARTZ INDUSTRIA (0048935078),SUPEL-KAPPA,0036.584414/2021-12
Despacho 0047913501,SUPEL-KAPPA,0036.584414/2021-12
Despacho 0048076172,SUPEL-CA,0036.584414/2021-12
Aviso 292 (0048170375),SUPEL-NP,0036.584414/2021-12
Publicação RETORNO A FASE NO SISTEMA-PE 209_2023 (0048171305),SUPEL-NP,0036.584414/2021-12
Despacho 0048171506,SUPEL-NP,0036.584414/2021-12
Catálogo correto - FANMED COMERCIO (0048216875),SUPEL-NP,0036.584414/2021-12
Certidão 8 (0048216925),SUPEL-NP,0036.584414/2021-12
Publicação (0048263396),SUPEL-CAP,0036.584414/2021-12
XIII,SUPEL-GCF,0036.584414/2021-12
Despacho 0048263479,SESAU-GECOMP,0036.584414/2021-12
Certidão 965 (0048279767),SESAU-NAP,0036.584414/2021-12
Despacho 0048296460,SUPEL-CAP,0036.584414/2021-12
Ata Complementar 1 (0048682533),SESAU-NAP,0036.584414/2021-12
Termo Adjudicação referente a Ata Complementar 1 (0048682711),SESAU-NAP,0036.584414/2021-12
Despacho 0048687333,SESAU-NAP,0036.584414/2021-12
Despacho 0048691172,SESAU-NAP,0036.584414/2021-12
Relatório Final 209/2023 (0048811230),SESAU-NAP,0036.584414/2021-12
Publicação Relatório Final (0048713548),SESAU-NAP,0036.584414/2021-12
Certidão 1055 (0048726361),SESAU-NAP,0036.584414/2021-12
Despacho 0048727207,SESAU-NAP,0036.584414/2021-12
Certidão 1074 (0048836440),SESAU-NAP,0036.584414/2021-12
Despacho 0048890302,SESAU-NAP,0036.584414/2021-12
Certidão 5 (0049135921),SESAU-NAP,0036.584414/2021-12
Despacho 0049165197,SESAU-NAP,0036.584414/2021-12
Despacho 0049425101,SESAU-NAP,0036.584414/2021-12
Despacho 0049470324,SESAU-NAP,0036.584414/2021-12
Análise 180 (0049255959),SUPEL-CAP,0036.584414/2021-12
Termo de Homologação 0049255984,SUPEL-CRP,0036.584414/2021-12
Publicação DO TERMO DE HOMOLOGAÇÃO DIOF (0049256001),SUPEL-CRP,0036.584414/2021-12
