Documento,Setor,Processo,Protocolo
Cotação Domínio amplo (0044663213),SESAU-GECOMP,0050.072218/2022-94,0044663213
Quadro pré-estimativo (0044662756),SESAU-GECOMP,0050.072218/2022-94,0044662756
Despacho 0044662983,SESAU-CO,0050.072218/2022-94,0044662983
Despacho 0044710112,SESAU-GECOMP,0050.072218/2022-94,0044710112
Despacho 0044902256,SESAU-GECOMP,0050.072218/2022-94,0044902256
Despacho Adendo (0044905787),SESAU-GECOMP,0050.072218/2022-94,0044905787
Informação 27 PROCESSUAL (0044906328),SESAU-CO,0050.072218/2022-94,0044906328
Informação 28 - ELABORAÇÃO ETP (0044906363),SESAU-GECOMP,0050.072218/2022-94,0044906363
Estudo Técnico Preliminar (0045152338),SUPEL-NP,0050.072218/2022-94,0045152338
Informação 147 - DISPONIBIL. BLOCO ASS. (0045219692),SUPEL-CAP,0050.072218/2022-94,0045219692
Despacho 0045507378,SUPEL-CAP,0050.072218/2022-94,0045507378
Informação 387 (0045754515),SUPEL-CA,0050.072218/2022-94,0045754515
Termo de Referência 0045755083,SUPEL-NP,0050.072218/2022-94,0045755083
SAMS 0045755125,SUPEL-DELTA,0050.072218/2022-94,0045755125
Informação 389 - DISPONIBIL. BLOCO ASS. (0045755755),SUPEL-DELTA,0050.072218/2022-94,0045755755
Despacho 0045881694,SUPEL-CPEAP,0050.072218/2022-94,0045881694
Despacho 0045957216,SUPEL-CPEAP,0050.072218/2022-94,0045957216
Despacho 0046058214,SUPEL-CPEAP,0050.072218/2022-94,0046058214
Análise 79 (0046086554),SUPEL-CPEAP,0050.072218/2022-94,0046086554
Despacho 0046089328,SUPEL-CPEAP,0050.072218/2022-94,0046089328
Despacho 0046326725,SUPEL-CAP,0050.072218/2022-94,0046326725
Portaria nº 24 de 21 de fevereiro de 2024 (0046321687),SESAU-GECOMP,0050.072218/2022-94,0046321687
Análise 8 (0046328702),HEURO-DG,0050.072218/2022-94,0046328702
Despacho 0046488544,HB-DG,0050.072218/2022-94,0046488544
Checklist 0046502106,HRC-DG,0050.072218/2022-94,0046502106
Cotação do banco de preços (0046564054),HRSF-ASTEC,0050.072218/2022-94,0046564054
Cotação Domínio amplo (0046564123),HEURO-ASGAB,0050.072218/2022-94,0046564123
Quadro Comparativo de preços (0046564175),JPII-NCOMP,0050.072218/2022-94,0046564175
Certidão 126 (0046565606),HRB-GAD,0050.072218/2022-94,0046565606
Despacho 0046604669,JPII-NCOMP,0050.072218/2022-94,0046604669
Despacho 0046756520,JPII-NCOMP,0050.072218/2022-94,0046756520
Despacho 0046872909,CEMETRON-ASTEC,0050.072218/2022-94,0046872909
Despacho 0046873216,HICD-GAF,0050.072218/2022-94,0046873216
Despacho 0046873387,HB-GAD,0050.072218/2022-94,0046873387
Despacho 0046886120,COHREC-COAD,0050.072218/2022-94,0046886120
Documento de Oficialização de Demanda 5 (0046901026),COHREC-NCO,0050.072218/2022-94,0046901026
Documento de Oficialização de Demanda 13 - HEURO (0046931767),SESAU-HRB,0050.072218/2022-94,0046931767
Documento de Oficialização de Demanda 12 DESCONSIDERAR (0046933905),HRE-DG,0050.072218/2022-94,0046933905
Documento de Oficialização de Demanda 4 HRB DESCONSIDERAR (0046977780),HRE-DG,0050.072218/2022-94,0046977780
Documento de Oficialização de Demanda 14 DESCONSIDERAR (0046978414),SESAU-GECOMP,0050.072218/2022-94,0046978414
Documento de Oficialização de Demanda 15 (0047000096),SESAU-NPPS,0050.072218/2022-94,0047000096
Documento de Oficialização de Demanda 11 (0047003080),SESAU-GECOMP,0050.072218/2022-94,0047003080
Documento de Oficialização de Demanda 27 (0047007540),SESAU-GECOMP,0050.072218/2022-94,0047007540
Documento de Oficialização de Demanda 43 (0047009213),SESAU-GECOMP,0050.072218/2022-94,0047009213
Despacho 0047064948,SESAU-GECOMP,0050.072218/2022-94,0047064948
Documento de Oficialização de Demanda 9 (0047227394),SESAU-CO,0050.072218/2022-94,0047227394
Documento de Oficialização de Demanda 13 (0048389985),SESAU-GECOMP,0050.072218/2022-94,0048389985
Documento de Oficialização de Demanda 5 desconsiderar (0048396113),SESAU-GECOMP,0050.072218/2022-94,0048396113
Documento de Oficialização de Demanda 6 (0048415364),SESAU-GECOMP,0050.072218/2022-94,0048415364
Despacho 0048842784,SESAU-GECOMP,0050.072218/2022-94,0048842784
Informação 2152 (0048847138),SESAU-GECOMP,0050.072218/2022-94,0048847138
Termo de Referência DESCONSIDERAR (0050048795),SESAU-GECOMP,0050.072218/2022-94,0050048795
Termo de Referência DESCONSIDERAR (0050495798),SESAU-GECOMP,0050.072218/2022-94,0050495798
Termo de Referência DESCONSIDERAR (0050661527),SUPEL-CAP,0050.072218/2022-94,0050661527
SAMS DESCONSIDERAR (0050281777),SUPEL-CA,0050.072218/2022-94,0050281777
SAMS DESCONSIDERAR (0050497370),SUPEL-UPSILON,0050.072218/2022-94,0050497370
Despacho 0050445075,SESAU-GECOMP,0050.072218/2022-94,0050445075
Portaria de Planejamento 2.550 (0050662353),SESAU-GECOMP,0050.072218/2022-94,0050662353
Memorando 76 (0022710326),HC-NUALM,0036.584414/2021-12,0022710326
Ofício 22510 (0022773754),HC-GAD,0036.584414/2021-12,0022773754
Despacho 0022775126,HC-NURADIO,0036.584414/2021-12,0022775126
Despacho 0028778217,HC-GENF,0036.584414/2021-12,0028778217
Despacho 0028780187,HC-GMED,0036.584414/2021-12,0028780187
Despacho 0028791546,HC-GFISIO,0036.584414/2021-12,0028791546
Despacho 0028812095,HC-NUPAT,0036.584414/2021-12,0028812095
Despacho 0028856972,HC-NURADIO,0036.584414/2021-12,0028856972
Despacho 0028875326,HC-GAD,0036.584414/2021-12,0028875326
Adendo 0029040026,HC-GAD,0036.584414/2021-12,0029040026
Documento de Oficialização de Demanda 5 (0029654299),SESAU-GECOMP,0036.584414/2021-12,0029654299
Memorando 60 (0030233203),SESAU-NPPS,0036.584414/2021-12,0030233203
Memorando 465 (0030447284),SESAU-GECOMP,0036.584414/2021-12,0030447284
Informação 2272 (0030567041),HC-GAD,0036.584414/2021-12,0030567041
Memorando 515 (0030720150),HC-GAD,0036.584414/2021-12,0030720150
Memorando 68 (0030767923),HC-GAD,0036.584414/2021-12,0030767923
Errata Documento de Oficialização de Demanda 5 (0030908839),SESAU-GECOMP,0036.584414/2021-12,0030908839
Documento de Oficialização de Demanda 17 (0031331339),SESAU-GECOMP,0036.584414/2021-12,0031331339
Memorando 673 (0031579387),SESAU-GECOMP,0036.584414/2021-12,0031579387
Autorização 0031589361,SESAU-GECOMP,0036.584414/2021-12,0031589361
Informação 502 (0031725219),SESAU-GECOMP,0036.584414/2021-12,0031725219
Informação 545 (0032040051),SESAU-GECOMP,0036.584414/2021-12,0032040051
Estudo Técnico 0034059356,SESAU-GECOMP,0036.584414/2021-12,0034059356
Informação 1064 (0034109193),SESAU-GECOMP,0036.584414/2021-12,0034109193
Informação 1212 (0034614420),SESAU-GECOMP,0036.584414/2021-12,0034614420
Termo de Referência 0034959245,SESAU-GECOMP,0036.584414/2021-12,0034959245
SAMS 0034521708,SUPEL-CAP,0036.584414/2021-12,0034521708
Informação 36 (0035002548),SUPEL-CAP,0036.584414/2021-12,0035002548
Despacho 0035065777,SUPEL-NP,0036.584414/2021-12,0035065777
Análise 27 (0035084174),SESAU-GECOMP,0036.584414/2021-12,0035084174
Despacho 0035084836,HC-GAD,0036.584414/2021-12,0035084836
Despacho 0035147403,SESAU-GECOMP,0036.584414/2021-12,0035147403
Despacho 0035173192,SESAU-GECOMP,0036.584414/2021-12,0035173192
Despacho 0035193988,SESAU-GECOMP,0036.584414/2021-12,0035193988
Termo de Referência 0035166774,SESAU-GECOMP,0036.584414/2021-12,0035166774
SAMS 0035238241,SUPEL-NP,0036.584414/2021-12,0035238241
Informação 115 (0035238367),SESAU-GECOMP,0036.584414/2021-12,0035238367
Ofício 2076 (0035312079),HC-GAD,0036.584414/2021-12,0035312079
Despacho 0035366403,HC-NUPAT,0036.584414/2021-12,0035366403
Despacho 0035436609,HC-GAD,0036.584414/2021-12,0035436609
Despacho 0035460309,SESAU-GECOMP,0036.584414/2021-12,0035460309
Despacho 0035487703,SESAU-GECOMP,0036.584414/2021-12,0035487703
Despacho 0035507062,SUPEL-NP,0036.584414/2021-12,0035507062
Termo de Referência 0035516738,SUPEL-CPEAP,0036.584414/2021-12,0035516738
Informação 257 (0035631846),SUPEL-CPEAP,0036.584414/2021-12,0035631846
Ofício 3799 (0035679184),SUPEL-CPEAP,0036.584414/2021-12,0035679184
Despacho 0035731705,SUPEL-CPEAP,0036.584414/2021-12,0035731705
Cotação - Banco de preços (0036434639),SUPEL-CPEAP,0036.584414/2021-12,0036434639
Cotação - item 10 negativa (0036434917),SUPEL-CPEAP,0036.584414/2021-12,0036434917
Cotação - Dominio amplo (0036434646),SUPEL-CAP,0036.584414/2021-12,0036434646
Cotação - Fundo Nacional em Saúde (0036434701),SESAU-GECOMP,0036.584414/2021-12,0036434701
Quadro Comparativo (0036434729),SUPEL-CAP,0036.584414/2021-12,0036434729
Certidão 250 (0036434759),SUPEL-EP,0036.584414/2021-12,0036434759
Despacho 0036442123,SUPEL-NP,0036.584414/2021-12,0036442123
Ofício 8067 (0036501538),SUPEL-NP,0036.584414/2021-12,0036501538
Despacho 0036641677,SESAU-GECOMP,0036.584414/2021-12,0036641677
Despacho 0036914870,SESAU-GECOMP,0036.584414/2021-12,0036914870
Despacho 0037082462,SESAU-GECOMP,0036.584414/2021-12,0037082462
Despacho 0037376160,SESAU-GECOMP,0036.584414/2021-12,0037376160
Informação 671 (0037380974),SUPEL-NP,0036.584414/2021-12,0037380974
Termo de Referência 0037605162,SUPEL-NP,0036.584414/2021-12,0037605162
Informação 738 (0037618039),SUPEL-NP,0036.584414/2021-12,0037618039
Memorando 502 (0037838426),SUPEL-KAPPA,0036.584414/2021-12,0037838426
Portaria Portaria nº 186 de 28 de novembro de 2022 - Designa membros para compor a Comissão de Proce (0038058224),SUPEL-NP,0036.584414/2021-12,0038058224
Instrumento Convocatório 0038052760,PGE-PA,0036.584414/2021-12,0038052760
Ata Minuta de Regsitro de Preços (0038064782),PGE-PA,0036.584414/2021-12,0038064782
Ata Minuta de Adesão (0038065107),PGE-PA,0036.584414/2021-12,0038065107
Despacho 0038185853,PGE-ASSESADM,0036.584414/2021-12,0038185853
Despacho 0038098073,PGE-PA,0036.584414/2021-12,0038098073
Parecer 204 (0038357248),SUPEL-NP,0036.584414/2021-12,0038357248
Despacho 0038718841,SESAU-GECOMP,0036.584414/2021-12,0038718841
Despacho 0038850228,SESAU-GECOMP,0036.584414/2021-12,0038850228
Despacho 0038871678,SESAU-GECOMP,0036.584414/2021-12,0038871678
Despacho 0039197911,SESAU-GECOMP,0036.584414/2021-12,0039197911
Despacho 0039236898,HC-GAD,0036.584414/2021-12,0039236898
Termo de Referência DESCONSIDERAR (0039346835),SESAU-GECOMP,0036.584414/2021-12,0039346835
Termo de Referência 0039603127,SESAU-GECOMP,0036.584414/2021-12,0039603127
Despacho 0039351791,SESAU-GECOMP,0036.584414/2021-12,0039351791
Despacho 0039355369,SESAU-CO,0036.584414/2021-12,0039355369
Despacho 0039532670,SESAU-GECOMP,0036.584414/2021-12,0039532670
Informação 1277 (0039603928),SUPEL-CA,0036.584414/2021-12,0039603928
Informação 1325 (0039752538),SUPEL-NP,0036.584414/2021-12,0039752538
Despacho 0039869336,SESAU-GECOMP,0036.584414/2021-12,0039869336
Despacho 0040375734,SESAU-GECOMP,0036.584414/2021-12,0040375734
Despacho 0040393011,SESAU-GECOMP,0036.584414/2021-12,0040393011
Despacho 0040616741,SESAU-GECOMP,0036.584414/2021-12,0040616741
Despacho 0040627011,SESAU-GECOMP,0036.584414/2021-12,0040627011
Despacho 0040630220,SESAU-GECOMP,0036.584414/2021-12,0040630220
Termo de Referência 0040645069,SUPEL-NP,0036.584414/2021-12,0040645069
SAMS 0035516748,SUPEL-NP,0036.584414/2021-12,0035516748
Informação 1710 (0040661936),SUPEL-NP,0036.584414/2021-12,0040661936
Informação 1733 (0040731162),SUPEL-NP,0036.584414/2021-12,0040731162
Informação 1739 (0040733004),SUPEL-NP,0036.584414/2021-12,0040733004
Despacho 0041031500,SUPEL-KAPPA,0036.584414/2021-12,0041031500
Informação 553 (0041072597),SUPEL-NP,0036.584414/2021-12,0041072597
Relação de Itens (0041280926),SUPEL-NP,0036.584414/2021-12,0041280926
Termo de Juntada 0041281037,SUPEL-NP,0036.584414/2021-12,0041281037
Despacho 0041281255,SUPEL-NP,0036.584414/2021-12,0041281255
Despacho 0041640223,SUPEL-NP,0036.584414/2021-12,0041640223
Despacho 0041730704,SUPEL-NP,0036.584414/2021-12,0041730704
Portaria nº 73 de 18 de julho de 2023 (0041072920),SUPEL-NA,0036.584414/2021-12,0041072920
Instrumento Convocatório N° 209/2023 (0041068954),SUPEL-NA,0036.584414/2021-12,0041068954
Aviso 585 (0041072515),SUPEL-KAPPA,0036.584414/2021-12,0041072515
Aviso de Publicação 132 (0041955967),SESAU-GECOMP,0036.584414/2021-12,0041955967
Publicação (ões) (0041949462),HC-GAD,0036.584414/2021-12,0041949462
Despacho 0041949679,HC-NUPAT,0036.584414/2021-12,0041949679
Despacho 0042040727,HC-GAD,0036.584414/2021-12,0042040727
Pedido de Esclarecimento - Alphamedi (0042254259),SUPEL-NP,0036.584414/2021-12,0042254259
Despacho 0042254283,SUPEL-NP,0036.584414/2021-12,0042254283
Despacho 0042257591,SESAU-GECOMP,0036.584414/2021-12,0042257591
Despacho 0042258838,SUPEL-KAPPA,0036.584414/2021-12,0042258838
Despacho 0042297028,SESAU-GECOMP,0036.584414/2021-12,0042297028
Despacho 0042317718,SESAU-GECOMP,0036.584414/2021-12,0042317718
Despacho 0042343247,SESAU-GECOMP,0036.584414/2021-12,0042343247
Aviso 659 (0042347830),SESAU-GECOMP,0036.584414/2021-12,0042347830
Publicação de Suspensão em todos sites (0042349925),HB-DG,0036.584414/2021-12,0042349925
Adendo 0042431106,SUPEL-KAPPA,0036.584414/2021-12,0042431106
Despacho 0042513985,SUPEL-KAPPA,0036.584414/2021-12,0042513985
Termo de Referência 0042515557,SUPEL-NA,0036.584414/2021-12,0042515557
SAMS 0042516615,SUPEL-NA,0036.584414/2021-12,0042516615
Despacho 0042599216,SUPEL-KAPPA,0036.584414/2021-12,0042599216
Informação 2476 (0042524803),SUPEL-CPEAP,0036.584414/2021-12,0042524803
Informação 99 (0042555756),SUPEL-CPEAP,0036.584414/2021-12,0042555756
Termo 0043139134,SUPEL-CPEAP,0036.584414/2021-12,0043139134
Despacho 0043139563,SUPEL-CAP,0036.584414/2021-12,0043139563
E-mail de resposta aos Licitantes (0043188321),SESAU-GECOMP,0036.584414/2021-12,0043188321
Publicação Termo de resposta Site Supel (0043188451),SESAU-CO,0036.584414/2021-12,0043188451
Termo de Juntada 0043188599,SESAU-GECOMP,0036.584414/2021-12,0043188599
Despacho 0043298386,SUPEL-CAP,0036.584414/2021-12,0043298386
Cotação Banco de Preço (0043909597),SUPEL-KAPPA,0036.584414/2021-12,0043909597
Quadro Comparativo de preço (0043908604),SUPEL-KAPPA,0036.584414/2021-12,0043908604
Certidão 1133 (0043911466),SUPEL-KAPPA,0036.584414/2021-12,0043911466
Despacho 0043965011,SUPEL-NP,0036.584414/2021-12,0043965011
Despacho 0044038562,SUPEL-NP,0036.584414/2021-12,0044038562
Análise 46 - APROVO DO QUAD. COMP. PREÇO (0044273994),SUPEL-NP,0036.584414/2021-12,0044273994
Despacho 0044279405,SUPEL-KAPPA,0036.584414/2021-12,0044279405
Despacho 0044285949,SUPEL-NP,0036.584414/2021-12,0044285949
Despacho 0044348132,SUPEL-NP,0036.584414/2021-12,0044348132
Aviso 805 (0044446696),SUPEL-CA,0036.584414/2021-12,0044446696
Despacho 0044448111,SUPEL-NA,0036.584414/2021-12,0044448111
Portaria nº 142 de 01 de novembro de 2023 (0044458030),SUPEL-KAPPA,0036.584414/2021-12,0044458030
Adendo Modificador I (0044458983),SUPEL-KAPPA,0036.584414/2021-12,0044458983
Publicação de Adendo Modificador (0044460299),SUPEL-NA,0036.584414/2021-12,0044460299
Certidão 78 (0044483560),SUPEL-NA,0036.584414/2021-12,0044483560
Certidão 955 (0044506462),SUPEL-NA,0036.584414/2021-12,0044506462
Despacho 0044462934,SUPEL-KAPPA,0036.584414/2021-12,0044462934
Despacho 0044511749,SUPEL-KAPPA,0036.584414/2021-12,0044511749
Pedido de Esclarecimento - NEWMED (0044687682),SUPEL-NP,0036.584414/2021-12,0044687682
Despacho 0044687731,SUPEL-NP,0036.584414/2021-12,0044687731
Termo 0044695354,SUPEL-NP,0036.584414/2021-12,0044695354
Despacho 0044695723,SUPEL-NP,0036.584414/2021-12,0044695723
E-mail de Resposta - NEWMED (0044712618),SUPEL-NP,0036.584414/2021-12,0044712618
Publicação da resposta - Site Supel (0044712655),SUPEL-NP,0036.584414/2021-12,0044712655
Termo de Juntada 0044712676,SUPEL-NP,0036.584414/2021-12,0044712676
Aviso SUSPENSÃO (0044805198),SUPEL-NP,0036.584414/2021-12,0044805198
Despacho 0044805656,SUPEL-NP,0036.584414/2021-12,0044805656
Proposta da empresa - ASCLEPIOS EQUIPAMENTOS HOSPITALARES L (0044823596),SUPEL-NP,0036.584414/2021-12,0044823596
Proposta da empresa - COSTA & SOUZA COMERCIO HOSPITALAR LTD (0044823662),SUPEL-NP,0036.584414/2021-12,0044823662
Solicitação de Desistência - Item 42 - COSTA & SOUZA COMERCIO (0044997809),SUPEL-NP,0036.584414/2021-12,0044997809
Proposta da empresa - IDM SOLUCOES PUBLICAS LTDA (0044823696),SUPEL-NP,0036.584414/2021-12,0044823696
Proposta da empresa - MEDICAL CIRURGICA LTDA (0044823737),SUPEL-NP,0036.584414/2021-12,0044823737
Proposta da empresa - RGN INSTRUMENTOS E EQUIPAMENTOS MEDIC (0044823881),SUPEL-NP,0036.584414/2021-12,0044823881
Proposta da empresa - PLENITUDE COMERCIO ATACADISTA E VAREJ (0044823927),SUPEL-NP,0036.584414/2021-12,0044823927
Proposta da empresa - FRAGA PRODUTOS MEDICOS HOSPITALARES L (0044823973),SUPEL-NP,0036.584414/2021-12,0044823973
"Proposta da empresa - FANMED COMERCIO DE MATERIAIS MEDICOS, (0044824012)",SESAU-GECOMP,0036.584414/2021-12,0044824012
Proposta da empresa - CONEXAO 5 DISTRIBUIDORA E SERVICOS LT (0044824077),SESAU-CO,0036.584414/2021-12,0044824077
Proposta da empresa - NUNES DE ALMEIDA LTDA (0044824112),SESAU-GECOMP,0036.584414/2021-12,0044824112
Proposta da empresa - UDILIFE COM IMPORTACAO E EXPORTACAO L (0044824140),SUPEL-KAPPA,0036.584414/2021-12,0044824140
Proposta da empresa - AMBARLAB PRODUTOS LABORATORIAIS LTDA (0044824171),SUPEL-KAPPA,0036.584414/2021-12,0044824171
Proposta da empresa - BETAQUIMICA EQUIPAMENTOS PARA LABORAT (0044824214),SUPEL-KAPPA,0036.584414/2021-12,0044824214
Proposta da empresa - QUARTZ INDUSTRIA E COMERCIO DE EQUIPA (0044824265),SUPEL-CA,0036.584414/2021-12,0044824265
Termo de Juntada 0044824303,SUPEL-NP,0036.584414/2021-12,0044824303
Despacho 0044824667,SUPEL-NP,0036.584414/2021-12,0044824667
Certidão 83 (0045001552),SUPEL-NP,0036.584414/2021-12,0045001552
Despacho 0045012071,SUPEL-NP,0036.584414/2021-12,0045012071
Parecer 13 (0045677678),SUPEL-NP,0036.584414/2021-12,0045677678
Despacho 0045891137,SUPEL-NP,0036.584414/2021-12,0045891137
Aviso CONTINUAÇÃO (0045911292),SUPEL-NP,0036.584414/2021-12,0045911292
Aviso SUSPENSÃO (0046268477),SUPEL-NP,0036.584414/2021-12,0046268477
Despacho 0046268942,SUPEL-NP,0036.584414/2021-12,0046268942
Informação 57 (0046269329),SUPEL-NP,0036.584414/2021-12,0046269329
Documentos de Habilitação - I - ASCLEPIOS EQUIPAMENTOS HOSPITALARES LTDA (0046483014),SUPEL-NP,0036.584414/2021-12,0046483014
Documentos de Habilitação - II - ASCLEPIOS EQUIPAMENTOS HOSPITALARES LTDA (0046483054),SUPEL-NP,0036.584414/2021-12,0046483054
Documentos de Habilitação - I - MEDICAL CIRURGICA LTDA (0046483088),SUPEL-NP,0036.584414/2021-12,0046483088
Documentos de Habilitação - II - MEDICAL CIRURGICA LTDA (0046483129),SUPEL-NP,0036.584414/2021-12,0046483129
Documentos de Habilitação - I - COSTA & SOUZA COMERCIO HOSPITALAR LTDA (0046483214),SUPEL-NP,0036.584414/2021-12,0046483214
Documentos de Habilitação - II - COSTA & SOUZA COMERCIO HOSPITALAR LTDA (0046483261),SUPEL-NP,0036.584414/2021-12,0046483261
Documentos de Habilitação - I - IDM SOLUCOES PUBLICAS LTDA (0046483316),SUPEL-NP,0036.584414/2021-12,0046483316
Documentos de Habilitação - II - IDM SOLUCOES PUBLICAS LTDA (0046483350),SUPEL-NP,0036.584414/2021-12,0046483350
Documentos de Habilitação - I - RGN INSTRUMENTOS E EQUIPAMENTOS MEDICOS LTDA (0046483398),SUPEL-NP,0036.584414/2021-12,0046483398
Documentos de Habilitação - II - RGN INSTRUMENTOS E EQUIPAMENTOS MEDICOS LTD (0046483422),SUPEL-NP,0036.584414/2021-12,0046483422
Documentos de Habilitação - I - FRAGA PRODUTOS MEDICOS HOSPITALARES LTDA (0046483478),SUPEL-NP,0036.584414/2021-12,0046483478
Documentos de Habilitação - II - FRAGA PRODUTOS MEDICOS HOSPITALARES LTDA (0046483515),SUPEL-NP,0036.584414/2021-12,0046483515
"Documentos de Habilitação - I -FANMED COMERCIO DE MATERIAIS MEDICOS, HOSPITA (0046483572)",SUPEL-KAPPA,0036.584414/2021-12,0046483572
"Documentos de Habilitação - II - FANMED COMERCIO DE MATERIAIS MEDICOS, HOSPI (0046483613)",SUPEL-KAPPA,0036.584414/2021-12,0046483613
Documentos de Habilitação - I - CONEXAO 5 DISTRIBUIDORA E SERVICOS LTDA (0046483657),SUPEL-KAPPA,0036.584414/2021-12,0046483657
Documentos de Habilitação - II - CONEXAO 5 DISTRIBUIDORA E SERVICOS LTDA (0046483692),SUPEL-KAPPA,0036.584414/2021-12,0046483692
Documentos de Habilitação - I - AMBARLAB PRODUTOS LABORATORIAIS LTDA (0046483749),SUPEL-CA,0036.584414/2021-12,0046483749
Documentos de Habilitação - II - AMBARLAB PRODUTOS LABORATORIAIS LTDA (0046483789),SUPEL-NA,0036.584414/2021-12,0046483789
